N,P,K,temperature,humidity,ph,rainfall,label
36,56,34,20.33,63.38,6.3,108.33,Kidneybeans
37,58,33,21.37,62.52,6.27,111.58,Kidneybeans
39,55,32,20.01,64.07,6.49,105.16,Kidneybeans
36,59,28,20.68,64.89,6.24,107.29,Kidneybeans
39,58,32,20.83,64.56,6.29,109.37,Kidneybeans
37,57,30,20.98,62.78,6.19,108.78,Kidneybeans
38,59,31,21.2,64.83,6.34,105.52,Kidneybeans
38,58,32,19.96,64.24,6.52,106.92,Kidneybeans
36,58,32,21.6,62.11,6.37,109.77,Kidneybeans
37,58,34,21.44,62.29,6.38,107.81,Kidneybeans
38,58,31,21.6,63.87,6.19,106.82,Kidneybeans
38,60,33,20.57,67.73,6.33,111.83,Kidneybeans
37,59,33,21.61,65.59,6.39,107.05,Kidneybeans
36,58,33,20.89,65.6,6.45,105.25,Kidneybeans
36,57,32,20.74,66.03,6.34,108.12,Kidneybeans
35,55,32,19.93,65.52,6.28,117.73,Kidneybeans
42,57,31,21.5,66.55,6.14,102.64,Kidneybeans
36,59,32,21.53,62.2,6.07,110.57,Kidneybeans
36,53,32,21.4,63.82,6.25,107.52,Kidneybeans
37,55,30,21.26,64.48,6.32,105.01,Kidneybeans
37,53,32,21.71,61.79,6.24,108.99,Kidneybeans
40,57,30,20.02,64.16,6.5,108.83,Kidneybeans
37,58,31,20.59,65.23,6.32,108.05,Kidneybeans
36,60,33,20.72,65.5,6.25,105.65,Kidneybeans
36,54,32,20.08,62.16,6.09,107.74,Kidneybeans
37,57,29,20.41,64.7,6.24,108.95,Kidneybeans
36,58,34,21.29,63.38,6.33,107.28,Kidneybeans
38,57,31,21.11,62.51,6.2,103.83,Kidneybeans
34,55,32,20.55,64.77,6.3,102.09,Kidneybeans
39,59,30,21.21,62.72,6.31,104.21,Kidneybeans
34,57,31,20.8,62.22,6.26,108.81,Kidneybeans
37,58,30,21.59,62.24,6.35,111.55,Kidneybeans
38,57,30,21.52,61.87,6.2,106.81,Kidneybeans
40,58,30,20.84,63.08,6.23,110.94,Kidneybeans
35,61,33,21.55,63.31,6.29,103.7,Kidneybeans
36,58,34,20.45,63.45,6.28,103.81,Kidneybeans
39,56,31,20.77,62.82,6.3,107.35,Kidneybeans
37,56,32,21.83,64.21,6.4,103.83,Kidneybeans
38,55,29,20.63,65.79,6.4,108.73,Kidneybeans
34,57,32,21.09,61.23,6.21,107.81,Kidneybeans
39,53,31,21.07,65.27,6.37,109.75,Kidneybeans
36,54,31,21.5,66.09,6.37,109.29,Kidneybeans
38,56,31,21.83,62.59,6.46,107.03,Kidneybeans
40,55,33,20.63,61.88,6.32,111.03,Kidneybeans
36,55,31,20.96,64.82,6.39,107.82,Kidneybeans
41,58,31,20.19,63.61,6.27,110.88,Kidneybeans
38,55,32,21.34,66.29,6.39,110.28,Kidneybeans
38,58,34,20.33,63.48,6.22,109.14,Kidneybeans
40,56,27,20.79,65.37,6.35,109.28,Kidneybeans
37,55,33,20.58,67.28,6.36,106.26,Kidneybeans
36,57,31,21.56,64.28,6.23,113.67,Kidneybeans
38,59,30,21.18,64.47,6.11,114.05,Kidneybeans
40,57,29,21.17,64.13,6.34,108.57,Kidneybeans
39,60,33,20.48,66.04,6.46,117.46,Kidneybeans
35,58,27,21.28,63.18,6.49,105.68,Kidneybeans
34,57,28,21.38,60.9,6.3,101.77,Kidneybeans
37,61,32,20.57,63.95,6.3,109.42,Kidneybeans
35,59,26,20.69,63.27,6.36,108.07,Kidneybeans
35,56,32,20.96,63.13,6.25,110.09,Kidneybeans
36,57,36,20.29,61.22,6.38,105.96,Kidneybeans
37,56,31,21.8,65.2,6.39,103.75,Kidneybeans
35,52,30,21.48,64.78,6.28,107.93,Kidneybeans
36,58,33,20.19,64.45,6.39,106.75,Kidneybeans
39,63,31,21.2,62.89,6.32,109.38,Kidneybeans
38,55,32,21.73,64.67,6.4,107.29,Kidneybeans
39,58,30,21.16,62.51,6.24,108.57,Kidneybeans
38,55,34,21.29,62.94,6.15,107.57,Kidneybeans
37,58,31,20.0,63.42,6.27,109.9,Kidneybeans
36,61,28,21.66,63.66,6.39,108.24,Kidneybeans
40,57,29,21.71,63.83,6.32,111.7,Kidneybeans
35,59,30,20.93,64.11,6.15,105.66,Kidneybeans
40,59,31,21.12,63.56,6.44,107.4,Kidneybeans
38,60,30,21.78,61.7,6.46,106.88,Kidneybeans
37,54,31,20.48,63.09,6.29,110.87,Kidneybeans
38,58,29,20.56,66.7,6.23,112.97,Kidneybeans
37,58,34,21.64,63.83,6.26,107.83,Kidneybeans
38,59,32,21.31,66.46,6.34,108.93,Kidneybeans
34,52,32,20.95,63.23,6.32,107.82,Kidneybeans
40,58,30,21.5,63.67,6.35,106.57,Kidneybeans
36,58,32,21.24,63.6,6.12,106.7,Kidneybeans
39,57,31,21.49,62.93,6.15,107.52,Kidneybeans
37,56,31,21.25,63.99,6.33,113.44,Kidneybeans
37,58,30,20.58,63.12,6.25,109.08,Kidneybeans
42,56,31,20.97,64.59,6.33,111.85,Kidneybeans
33,53,31,21.55,61.65,6.0,109.71,Kidneybeans
42,51,34,27.52,68.17,6.64,97.48,Pigeonpeas
36,52,33,27.87,67.19,6.78,90.42,Pigeonpeas
42,55,39,27.76,68.49,6.52,88.82,Pigeonpeas
43,53,38,27.31,68.78,6.89,97.26,Pigeonpeas
42,54,32,28.68,67.08,6.75,91.31,Pigeonpeas
39,56,35,28.73,67.88,6.52,98.68,Pigeonpeas
40,55,36,27.23,68.25,6.92,97.48,Pigeonpeas
41,56,36,28.1,66.36,6.72,99.11,Pigeonpeas
40,56,35,27.56,69.5,6.67,98.28,Pigeonpeas
41,53,36,28.15,65.01,6.59,98.79,Pigeonpeas
41,52,33,27.46,64.97,6.69,94.2,Pigeonpeas
40,53,36,29.05,65.73,6.82,98.92,Pigeonpeas
40,54,35,28.09,70.26,6.76,97.53,Pigeonpeas
41,51,35,28.6,65.71,6.59,96.38,Pigeonpeas
40,52,35,27.32,66.54,6.77,92.08,Pigeonpeas
38,52,37,27.9,67.3,6.7,90.76,Pigeonpeas
42,54,35,28.5,66.31,6.81,96.46,Pigeonpeas
41,53,35,28.61,66.38,6.62,99.11,Pigeonpeas
40,55,39,27.8,69.02,6.58,98.26,Pigeonpeas
42,54,34,27.17,68.75,6.49,95.05,Pigeonpeas
43,54,39,28.51,67.02,6.7,95.86,Pigeonpeas
38,52,34,26.98,68.07,6.68,90.98,Pigeonpeas
42,55,36,27.84,68.89,6.77,96.92,Pigeonpeas
40,54,38,27.7,71.15,6.65,96.1,Pigeonpeas
40,54,32,27.73,66.36,6.71,98.98,Pigeonpeas
43,49,40,28.15,66.84,6.72,96.53,Pigeonpeas
40,54,34,27.8,66.97,6.56,96.44,Pigeonpeas
43,55,37,28.16,67.2,6.78,91.93,Pigeonpeas
40,52,38,28.47,68.73,6.81,93.36,Pigeonpeas
42,53,37,27.94,67.42,6.75,98.63,Pigeonpeas
40,53,33,26.75,68.3,6.76,96.79,Pigeonpeas
38,53,31,28.68,66.37,6.83,98.84,Pigeonpeas
40,51,36,27.58,68.15,6.65,90.66,Pigeonpeas
37,54,34,27.72,69.04,6.82,95.18,Pigeonpeas
41,55,33,28.11,68.83,6.77,90.19,Pigeonpeas
40,52,36,28.24,70.25,6.65,94.51,Pigeonpeas
44,54,38,28.14,66.26,6.57,91.35,Pigeonpeas
43,56,39,28.42,69.74,6.64,92.53,Pigeonpeas
43,54,36,28.19,68.48,6.83,99.88,Pigeonpeas
43,55,37,27.77,69.13,6.56,99.16,Pigeonpeas
39,54,34,28.28,67.95,6.54,97.26,Pigeonpeas
40,55,36,28.2,66.56,6.64,94.62,Pigeonpeas
43,57,34,28.54,64.75,6.58,93.12,Pigeonpeas
39,50,36,27.89,68.57,6.77,96.8,Pigeonpeas
43,53,33,28.53,67.12,6.61,95.47,Pigeonpeas
40,53,36,28.17,66.65,6.65,99.22,Pigeonpeas
42,58,38,28.57,65.92,6.78,95.84,Pigeonpeas
40,54,37,28.25,66.68,6.77,94.09,Pigeonpeas
42,53,35,28.38,66.44,6.89,90.54,Pigeonpeas
40,54,37,27.95,67.91,6.74,95.31,Pigeonpeas
44,55,37,27.52,67.88,6.67,92.98,Pigeonpeas
42,52,37,27.46,70.58,6.61,96.66,Pigeonpeas
43,52,37,27.39,70.18,6.7,94.21,Pigeonpeas
41,55,34,27.63,67.67,6.58,101.46,Pigeonpeas
40,55,36,27.51,67.99,6.78,95.44,Pigeonpeas
44,56,37,27.77,66.38,6.64,96.59,Pigeonpeas
43,49,35,28.08,67.58,6.83,97.27,Pigeonpeas
44,53,37,28.82,69.97,6.59,95.24,Pigeonpeas
41,54,37,27.58,68.1,6.5,100.33,Pigeonpeas
40,54,35,28.57,63.74,6.7,95.68,Pigeonpeas
41,57,34,28.39,68.53,6.83,94.0,Pigeonpeas
40,56,36,27.23,67.19,6.74,98.51,Pigeonpeas
40,48,37,27.39,64.97,6.42,98.44,Pigeonpeas
42,53,38,28.32,70.42,6.56,95.9,Pigeonpeas
38,53,35,28.31,68.07,6.76,98.11,Pigeonpeas
46,53,34,28.12,66.8,6.85,95.15,Pigeonpeas
40,53,37,27.92,67.04,6.87,93.43,Pigeonpeas
42,55,32,28.24,66.42,6.78,93.11,Pigeonpeas
43,56,37,28.13,67.65,6.64,100.41,Pigeonpeas
40,51,37,27.6,66.57,6.56,94.55,Pigeonpeas
41,54,37,28.26,67.71,6.68,97.53,Pigeonpeas
44,54,35,27.5,65.83,6.77,97.73,Pigeonpeas
43,53,38,27.76,69.43,6.7,94.17,Pigeonpeas
43,54,36,28.04,67.94,6.94,99.55,Pigeonpeas
43,54,38,28.26,68.04,6.67,95.76,Pigeonpeas
35,54,35,28.8,68.03,6.58,95.85,Pigeonpeas
39,54,36,28.48,66.81,6.7,91.9,Pigeonpeas
43,55,36,28.0,68.62,6.86,95.14,Pigeonpeas
42,51,34,28.05,69.66,6.67,95.29,Pigeonpeas
41,52,36,27.25,69.92,6.63,98.17,Pigeonpeas
39,55,37,28.19,66.51,6.72,92.45,Pigeonpeas
41,56,37,28.01,66.54,6.76,96.06,Pigeonpeas
37,55,35,28.6,66.36,6.38,96.84,Pigeonpeas
42,50,34,29.38,67.54,6.77,94.05,Pigeonpeas
37,53,35,27.8,67.83,6.73,95.55,Pigeonpeas
39,54,32,26.97,69.11,6.75,95.83,Pigeonpeas
39,52,35,27.2,66.89,6.77,100.28,Pigeonpeas
41,55,32,28.33,66.79,6.73,95.26,Pigeonpeas
44,52,37,27.86,67.76,6.68,93.46,Pigeonpeas
41,53,36,28.04,69.2,6.79,92.85,Pigeonpeas
43,51,37,28.31,65.13,6.71,94.59,Pigeonpeas
40,56,34,27.6,68.11,6.77,95.58,Pigeonpeas
44,55,31,27.74,67.16,6.75,88.13,Pigeonpeas
47,55,36,28.59,71.52,6.79,98.85,Pigeonpeas
42,53,35,27.59,66.97,6.56,95.77,Pigeonpeas
38,54,35,28.07,67.22,7.01,100.08,Pigeonpeas
39,54,34,27.49,65.99,6.74,93.96,Pigeonpeas
43,55,38,27.57,68.71,6.76,94.58,Pigeonpeas
40,57,36,28.32,66.77,6.58,94.29,Pigeonpeas
41,51,35,27.16,66.32,6.77,97.81,Pigeonpeas
41,51,33,27.81,68.97,6.79,94.51,Pigeonpeas
39,54,34,27.74,69.99,6.78,96.47,Pigeonpeas
39,54,38,27.81,70.03,6.83,100.99,Pigeonpeas
42,55,38,28.22,67.25,6.66,96.72,Pigeonpeas
39,53,38,26.9,70.3,6.81,94.62,Pigeonpeas
43,54,38,28.49,65.9,6.76,95.38,Pigeonpeas
42,52,39,28.52,66.89,6.57,94.84,Pigeonpeas
42,54,38,28.39,69.45,6.73,91.83,Pigeonpeas
41,56,35,28.25,67.52,6.6,95.63,Pigeonpeas
42,52,35,27.53,69.68,6.67,100.36,Pigeonpeas
45,53,33,26.96,65.79,6.56,100.14,Pigeonpeas
42,54,31,27.4,69.33,6.73,95.56,Pigeonpeas
43,57,35,28.03,68.29,6.94,89.7,Pigeonpeas
43,53,37,27.67,67.93,6.77,105.34,Pigeonpeas
43,52,35,27.77,65.31,6.67,98.2,Pigeonpeas
39,56,36,27.63,67.79,6.86,98.2,Pigeonpeas
42,53,36,27.74,64.84,6.9,96.47,Pigeonpeas
42,53,34,27.91,65.6,6.93,92.3,Pigeonpeas
39,53,38,28.01,66.15,6.83,98.19,Pigeonpeas
43,55,40,29.09,66.97,6.86,97.15,Pigeonpeas
42,50,35,27.59,69.24,6.81,89.78,Pigeonpeas
41,56,35,28.36,68.53,6.73,95.19,Pigeonpeas
39,51,37,28.01,67.79,6.66,95.08,Pigeonpeas
44,53,33,28.37,67.69,6.7,100.82,Pigeonpeas
41,54,33,27.89,68.91,6.54,96.6,Pigeonpeas
42,54,38,28.17,70.22,6.6,96.41,Pigeonpeas
42,51,37,29.16,67.97,6.75,96.25,Pigeonpeas
40,50,34,27.3,70.56,6.69,94.96,Pigeonpeas
43,51,34,28.03,69.54,6.75,96.74,Pigeonpeas
42,54,36,27.49,68.07,6.59,96.24,Pigeonpeas
41,59,35,27.3,67.8,6.75,101.02,Pigeonpeas
40,50,37,27.31,67.35,6.67,95.79,Pigeonpeas
43,52,35,27.99,68.22,6.71,97.31,Pigeonpeas
43,54,36,27.21,68.08,6.75,98.19,Pigeonpeas
40,52,34,28.27,69.55,6.66,98.72,Pigeonpeas
42,53,35,28.37,68.49,6.93,93.44,Pigeonpeas
43,52,34,27.99,68.21,6.99,95.45,Pigeonpeas
39,54,31,27.95,68.02,6.78,98.92,Pigeonpeas
40,53,34,27.44,68.46,6.57,94.76,Pigeonpeas
40,55,39,27.35,65.22,6.69,96.05,Pigeonpeas
42,53,35,28.18,69.56,6.5,94.89,Pigeonpeas
42,52,39,27.68,67.94,6.76,94.23,Pigeonpeas
38,53,38,27.83,66.73,6.79,95.01,Pigeonpeas
40,54,37,29.19,69.24,6.82,94.48,Pigeonpeas
39,54,36,27.46,67.74,6.74,97.08,Pigeonpeas
43,54,34,27.74,66.2,6.88,96.04,Pigeonpeas
41,52,41,27.46,67.36,6.74,97.8,Pigeonpeas
43,57,37,27.47,67.61,6.73,102.2,Pigeonpeas
39,56,36,28.42,67.85,6.62,98.25,Pigeonpeas
43,55,35,27.7,65.66,6.78,97.27,Pigeonpeas
24,36,23,31.26,44.77,7.19,50.76,Mothbeans
24,34,28,32.63,44.83,7.33,53.25,Mothbeans
28,36,26,31.73,44.0,7.37,55.87,Mothbeans
31,35,25,31.8,47.18,7.15,48.21,Mothbeans
24,38,22,32.33,47.54,7.36,56.86,Mothbeans
26,35,26,31.7,47.37,7.46,53.37,Mothbeans
23,36,26,31.92,46.12,7.38,54.09,Mothbeans
26,37,23,32.43,46.83,7.27,55.25,Mothbeans
25,36,22,31.51,45.59,7.42,49.58,Mothbeans
26,36,23,31.24,45.67,7.28,53.62,Mothbeans
26,35,26,32.11,46.3,7.3,50.45,Mothbeans
26,38,20,31.73,45.62,7.33,55.58,Mothbeans
24,37,22,31.6,45.48,7.38,48.84,Mothbeans
26,34,22,31.84,48.51,7.27,45.4,Mothbeans
22,38,25,32.19,46.25,7.42,50.38,Mothbeans
27,34,22,31.1,45.59,7.3,52.34,Mothbeans
26,36,23,31.25,48.04,7.27,50.53,Mothbeans
29,35,21,31.45,45.9,7.34,54.22,Mothbeans
31,33,25,31.72,45.12,7.24,49.27,Mothbeans
29,39,24,32.68,43.73,7.17,45.47,Mothbeans
24,38,24,32.07,43.88,7.38,52.72,Mothbeans
27,34,24,31.41,45.4,7.35,52.27,Mothbeans
24,38,20,32.58,45.69,7.41,50.42,Mothbeans
24,36,25,31.65,46.97,7.26,46.07,Mothbeans
24,35,24,31.4,47.39,7.29,51.47,Mothbeans
27,39,23,31.61,43.34,7.23,50.15,Mothbeans
26,37,25,31.69,45.91,7.42,53.03,Mothbeans
25,36,22,31.57,45.19,7.38,51.33,Mothbeans
23,41,24,31.3,45.34,7.31,57.11,Mothbeans
23,39,26,31.69,45.58,7.2,51.39,Mothbeans
25,39,26,31.63,43.05,7.3,52.88,Mothbeans
26,37,24,32.76,46.57,7.26,50.5,Mothbeans
25,41,23,31.99,45.28,7.41,57.88,Mothbeans
26,38,24,30.81,47.12,7.31,53.29,Mothbeans
24,37,23,32.51,45.43,7.51,53.29,Mothbeans
23,37,22,30.9,48.4,7.37,53.6,Mothbeans
26,35,23,32.42,44.42,7.05,51.32,Mothbeans
25,38,25,32.32,46.39,7.42,47.44,Mothbeans
27,39,21,31.25,44.88,7.23,54.26,Mothbeans
24,36,22,32.56,46.02,7.28,51.67,Mothbeans
28,36,26,32.11,45.76,7.55,48.83,Mothbeans
25,35,25,32.84,48.5,7.42,51.41,Mothbeans
25,34,28,32.23,45.26,7.43,49.08,Mothbeans
26,37,25,31.97,43.82,7.31,55.15,Mothbeans
25,39,21,31.99,45.06,7.37,52.09,Mothbeans
27,40,25,32.14,44.5,7.3,50.4,Mothbeans
25,37,22,31.02,45.0,7.32,47.96,Mothbeans
26,41,26,32.82,46.59,7.42,49.83,Mothbeans
24,32,26,32.77,45.17,7.27,49.74,Mothbeans
26,40,20,32.2,45.58,7.31,53.38,Mothbeans
25,37,23,32.49,46.63,7.32,48.19,Mothbeans
25,39,24,32.33,48.65,7.4,52.28,Mothbeans
24,32,23,31.84,46.59,7.28,51.04,Mothbeans
22,36,24,32.86,45.85,7.33,54.86,Mothbeans
24,38,22,32.43,46.23,7.33,49.65,Mothbeans
27,42,21,31.83,46.35,7.38,50.32,Mothbeans
20,40,25,31.13,45.09,7.46,56.34,Mothbeans
27,37,24,31.93,47.69,7.21,49.58,Mothbeans
28,37,26,31.66,45.92,7.21,52.02,Mothbeans
23,37,21,32.35,47.07,7.13,56.0,Mothbeans
30,38,22,33.41,44.02,7.3,52.54,Mothbeans
28,38,23,31.52,45.49,7.2,52.14,Mothbeans
24,35,26,31.75,44.1,7.28,52.21,Mothbeans
22,38,21,32.86,46.79,7.26,49.76,Mothbeans
25,39,23,31.89,46.09,7.24,50.97,Mothbeans
21,39,24,31.61,48.85,7.31,48.89,Mothbeans
27,38,24,31.79,46.68,7.27,53.67,Mothbeans
22,37,27,31.62,45.09,7.26,48.36,Mothbeans
21,37,24,31.97,45.78,7.3,55.07,Mothbeans
25,36,23,32.29,48.12,7.24,52.3,Mothbeans
26,36,24,31.27,43.35,7.34,50.85,Mothbeans
26,37,22,31.98,44.15,7.44,47.93,Mothbeans
25,35,25,31.83,45.22,7.39,52.09,Mothbeans
27,36,21,32.05,45.52,7.36,51.76,Mothbeans
26,34,27,31.92,47.05,7.22,52.92,Mothbeans
23,38,23,32.01,47.05,7.18,49.95,Mothbeans
26,42,23,32.3,45.84,7.49,46.76,Mothbeans
26,34,18,32.15,46.21,7.27,51.68,Mothbeans
32,37,25,31.68,46.44,7.28,50.77,Mothbeans
29,40,24,30.85,45.46,7.57,51.31,Mothbeans
28,40,24,31.58,42.35,7.37,49.56,Mothbeans
26,35,23,32.02,46.4,7.19,55.59,Mothbeans
24,34,23,32.02,46.24,7.44,51.29,Mothbeans
25,35,25,32.09,45.37,7.11,56.33,Mothbeans
23,36,24,31.4,43.76,7.09,54.16,Mothbeans
24,43,22,31.54,45.15,7.32,50.59,Mothbeans
27,36,21,31.1,42.66,7.25,51.1,Mothbeans
24,40,26,31.83,43.31,7.24,50.2,Mothbeans
24,36,22,31.81,45.05,7.32,53.08,Mothbeans
24,40,22,31.19,46.57,7.22,52.96,Mothbeans
21,40,25,31.25,43.78,7.47,49.79,Mothbeans
24,33,23,31.89,47.07,7.16,47.44,Mothbeans
26,40,20,32.54,46.06,7.41,51.79,Mothbeans
20,37,26,31.55,45.42,7.28,43.3,Mothbeans
29,36,25,31.96,47.89,7.34,51.3,Mothbeans
24,39,20,32.32,44.35,7.43,52.48,Mothbeans
27,38,20,31.57,47.01,7.32,55.54,Mothbeans
26,36,22,32.05,42.53,7.47,53.33,Mothbeans
28,34,26,33.12,44.02,7.38,52.0,Mothbeans
22,38,25,31.7,47.75,7.13,47.52,Mothbeans
26,38,22,32.4,46.8,7.39,51.63,Mothbeans
27,37,28,31.59,49.16,7.3,47.87,Mothbeans
28,38,25,32.61,46.51,7.24,54.93,Mothbeans
26,39,19,32.22,45.04,7.47,53.87,Mothbeans
26,38,22,32.81,48.99,7.34,56.77,Mothbeans
24,36,24,32.22,45.41,7.35,52.92,Mothbeans
24,39,25,32.09,47.73,7.18,53.4,Mothbeans
23,35,22,31.53,45.18,7.28,54.51,Mothbeans
25,34,26,31.58,45.91,7.34,52.6,Mothbeans
28,38,22,33.09,46.29,7.29,54.89,Mothbeans
26,38,28,31.86,45.52,7.31,55.21,Mothbeans
22,34,22,31.18,45.36,7.35,49.33,Mothbeans
23,38,25,31.15,47.23,7.38,54.86,Mothbeans
28,42,23,32.05,45.38,7.3,56.6,Mothbeans
23,36,26,32.51,45.46,7.39,53.02,Mothbeans
29,38,26,33.32,46.9,7.3,54.17,Mothbeans
25,42,24,31.86,44.75,7.41,54.6,Mothbeans
25,39,20,32.09,46.68,7.47,49.69,Mothbeans
23,36,21,32.67,48.32,7.33,55.66,Mothbeans
26,37,23,31.84,43.68,7.33,51.88,Mothbeans
27,38,23,31.56,46.11,7.37,48.57,Mothbeans
26,38,22,31.71,46.35,7.19,53.05,Mothbeans
24,40,28,31.57,46.8,7.23,55.12,Mothbeans
23,38,22,31.9,44.45,7.38,49.49,Mothbeans
27,37,23,32.07,44.86,7.32,56.59,Mothbeans
24,40,26,31.59,43.82,7.33,50.36,Mothbeans
29,38,22,31.43,47.63,7.24,52.13,Mothbeans
27,37,23,31.99,47.02,7.36,51.34,Mothbeans
26,37,21,32.13,48.84,7.21,49.68,Mothbeans
24,39,24,31.92,44.62,7.31,47.31,Mothbeans
26,39,21,31.23,48.37,7.24,55.41,Mothbeans
25,37,24,31.56,46.2,7.26,48.04,Mothbeans
26,37,23,31.39,48.39,7.39,54.89,Mothbeans
25,34,27,31.97,44.88,7.34,55.5,Mothbeans
25,40,26,31.46,44.99,7.4,43.86,Mothbeans
25,35,23,31.85,45.46,7.24,48.71,Mothbeans
30,41,21,32.79,45.4,7.31,51.81,Mothbeans
24,39,24,31.76,44.04,7.21,47.08,Mothbeans
26,35,23,32.69,47.8,7.3,51.74,Mothbeans
29,39,23,31.29,46.59,7.38,50.11,Mothbeans
26,37,23,30.76,45.67,7.4,50.11,Mothbeans
26,36,24,31.89,44.59,7.43,54.79,Mothbeans
24,38,25,32.32,43.46,7.4,50.29,Mothbeans
25,43,24,31.81,42.69,7.44,47.96,Mothbeans
23,37,26,32.39,45.76,7.33,50.2,Mothbeans
26,38,25,32.48,46.74,7.26,54.23,Mothbeans
25,35,23,32.04,47.37,7.28,48.37,Mothbeans
26,38,24,32.46,47.53,7.24,50.15,Mothbeans
23,39,26,31.84,45.64,7.45,53.52,Mothbeans
26,35,25,31.54,44.3,7.27,50.24,Mothbeans
33,45,29,29.56,59.08,6.6,81.57,Mungbean
35,47,28,28.91,63.82,6.38,85.82,Mungbean
36,49,32,28.74,63.44,6.49,87.7,Mungbean
33,47,30,28.75,59.88,6.45,85.86,Mungbean
36,48,30,28.32,61.34,6.47,83.66,Mungbean
34,49,27,29.07,61.93,6.41,83.66,Mungbean
33,47,28,29.04,61.35,6.63,80.49,Mungbean
32,53,25,28.32,63.1,6.29,83.29,Mungbean
38,44,24,28.25,63.35,6.61,82.46,Mungbean
35,50,31,28.88,58.55,6.42,82.72,Mungbean
33,47,30,29.64,61.74,6.61,85.07,Mungbean
34,49,28,30.03,59.84,6.45,83.62,Mungbean
34,50,27,28.29,63.26,6.58,78.17,Mungbean
33,44,26,28.55,63.21,6.51,80.14,Mungbean
35,45,28,28.59,61.45,6.55,85.56,Mungbean
36,47,28,28.78,62.27,6.54,83.71,Mungbean
30,48,28,28.66,60.07,6.65,85.47,Mungbean
33,45,26,29.65,62.21,6.44,85.53,Mungbean
32,51,30,28.77,61.06,6.24,79.56,Mungbean
31,48,27,28.33,61.58,6.55,85.58,Mungbean
30,47,25,29.45,63.18,6.41,81.7,Mungbean
33,43,28,28.86,63.46,6.39,82.14,Mungbean
30,45,25,29.5,60.95,6.51,82.86,Mungbean
31,47,29,28.4,63.21,6.42,82.55,Mungbean
35,46,28,28.84,62.19,6.26,78.51,Mungbean
35,50,26,28.88,62.44,6.57,77.92,Mungbean
32,47,29,30.25,61.66,6.36,85.21,Mungbean
36,48,26,29.48,63.0,6.4,85.14,Mungbean
35,50,27,28.82,63.84,6.38,85.32,Mungbean
31,50,27,29.63,62.74,6.38,88.27,Mungbean
37,49,26,28.85,62.22,6.43,89.08,Mungbean
34,42,28,28.83,61.89,6.46,86.42,Mungbean
36,48,27,28.98,62.03,6.42,85.74,Mungbean
34,51,30,28.66,63.23,6.4,86.09,Mungbean
32,45,28,27.66,59.37,6.48,84.25,Mungbean
33,44,26,29.2,62.87,6.5,87.47,Mungbean
34,46,27,28.3,61.84,6.61,86.06,Mungbean
36,47,30,28.9,64.21,6.5,86.12,Mungbean
36,47,28,29.64,61.8,6.37,90.43,Mungbean
33,48,30,28.7,60.49,6.53,78.62,Mungbean
33,48,27,28.23,64.39,6.51,88.29,Mungbean
33,46,28,28.89,60.23,6.65,82.13,Mungbean
30,50,26,28.7,59.35,6.67,80.13,Mungbean
34,49,28,28.97,59.45,6.42,84.56,Mungbean
32,48,29,29.48,60.16,6.72,86.3,Mungbean
33,50,32,28.28,61.66,6.26,84.58,Mungbean
34,47,26,27.98,62.56,6.65,82.23,Mungbean
34,44,28,28.8,60.86,6.42,82.82,Mungbean
34,45,27,28.98,60.35,6.68,81.44,Mungbean
32,46,31,29.28,60.6,6.61,84.6,Mungbean
34,47,26,29.17,61.18,6.68,80.19,Mungbean
37,47,28,29.42,61.05,6.59,75.88,Mungbean
32,46,25,28.89,62.58,6.57,84.72,Mungbean
32,48,28,29.47,63.17,6.5,81.31,Mungbean
32,46,27,29.13,63.07,6.49,84.05,Mungbean
34,46,26,28.12,60.96,6.55,81.89,Mungbean
33,48,29,28.46,63.5,6.61,80.61,Mungbean
32,50,27,27.89,59.9,6.48,80.51,Mungbean
33,48,30,28.85,63.61,6.64,88.3,Mungbean
34,44,28,29.52,61.88,6.67,86.58,Mungbean
35,50,28,27.75,61.25,6.62,81.58,Mungbean
33,45,31,29.84,60.67,6.51,81.96,Mungbean
35,49,29,29.17,66.4,6.4,78.87,Mungbean
33,44,25,28.5,60.62,6.4,85.55,Mungbean
32,47,29,28.62,61.6,6.54,78.18,Mungbean
29,48,28,30.03,62.24,6.58,83.41,Mungbean
34,51,23,29.21,65.2,6.53,88.95,Mungbean
32,47,28,27.89,60.25,6.39,86.47,Mungbean
35,48,29,28.92,63.8,6.5,84.17,Mungbean
33,49,27,29.49,60.3,6.39,86.06,Mungbean
33,47,29,28.7,61.7,6.64,88.62,Mungbean
37,47,30,28.53,60.64,6.26,89.02,Mungbean
32,47,26,29.35,61.44,6.37,85.32,Mungbean
31,46,23,28.29,62.27,6.3,79.56,Mungbean
33,46,31,29.92,60.7,6.56,86.25,Mungbean
32,45,27,28.91,61.35,6.54,81.75,Mungbean
31,48,28,28.41,63.39,6.32,82.27,Mungbean
33,46,26,29.94,60.72,6.74,85.31,Mungbean
34,48,33,28.5,60.32,6.42,84.1,Mungbean
30,48,31,29.08,61.56,6.44,86.7,Mungbean
32,51,31,29.13,61.98,6.6,87.28,Mungbean
32,46,25,29.2,63.0,6.37,82.63,Mungbean
31,46,29,28.63,61.55,6.34,84.56,Mungbean
33,46,27,29.09,60.78,6.35,89.42,Mungbean
32,47,30,30.76,60.13,6.54,81.88,Mungbean
32,46,25,28.98,59.79,6.59,84.17,Mungbean
